
 Greedy output [epoch -> 1 | step -> 500]:  , " " , , , , , " , , , , , , , , , " , , , , , , , " , , , , , , , , , , " , , , , , " " " , , , , , , , , " " " , " , , , , , , , , , , , , , , , , , , , , , , , , , , " " " , " " " , " , , , " , " , , , , , , , , , , , , " , " , , , , , " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , , " , , , , , , , " , , , , , , , , , , , " , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , , " " , , " , " , , , , , , , " , " " " " , " " " , " , , , , " , , , , , " " , , , , , , , , . , , " " " , " , , , , " , , , " " , , , " , , , , , " " " , , , , " " " , , , , , , , , , , , " " , , , , , " , , , , , , , , , , , " , , " , , , , " , , , " " , , , , , , , , , , , , , , , , " , , , , , , , , " " , , , , , , , , , , , , , , , , , " " , , , , , , , " " , , , . , , " , , , , , , , , , " " , , " , " , " " , , , , , , , , , , " " , , , , , , , , , , , , , , " , , , , , , , , , , , , , , . , , , , , , , , , , , , , , , " , , , , , , , , , , " , , , , , , , , , , , " , , , , , , , , , , , , " , , , , ,

 Greedy output [epoch -> 1 | step -> 230500]: ers , " roared She , " said Dudley , whose attention had returned to the television now that Uncle Vernon had finished threatening Harry . " Duddy's got to make himself smart for his auntie , " said Aunt Petunia , smoothing Dudley's thick blond hair . " Mummy's bought him a lovely new bow tie . " Uncle Vernon clapped Dudley on his porky shoulder . " See you in a bit , then , " he said , and he left the kitchen . Harry , who had been sitting in a kind of horrified trance , had a sudden idea . Abandoning his toast , he got quickly to his feet and followed Uncle Vernon to the front door . Uncle Vernon was pulling on his car coat . " I'm not taking you , " he snarled as he turned to see Harry watching him . " Like I wanted to come , " said Harry coldly . " I want to ask you something . " Uncle Vernon eyed him suspiciously . " Third years at Hog at my school are allowed to visit the village sometimes , " said Harry . " So ? " snapped Uncle Vernon , taking his car keys from a hook next to the door . " I need you to sign the permission form , " said Harry in a rush . " And why should I do that ? " sneered Uncle Vernon . " Well , " said Harry , choosing his words carefully , " it'll be hard work , pretending to Aunt Marge I go to that St . Whatsits " " St . Brutus's Secure Center for Incurably Criminal Boys ! " bellowed Uncle Vernon , and Harry was pleased to hear a definite note of panic in Uncle Vernon's voice . " Exactly , " said Harry , looking calmly up into Uncle Vernon's large , purple face . " It's a lot to remember . I'll have to make it sound convincing , won't I ? What if I accidentally let something slip ? " " You'll get the stuffing knocked out of you , won't you ? " roared Uncle Vernon , advancing on Harry with his fist raised . But Harry stood his ground . " Knocking the stuffing out of me won't make Aunt Marge forget what I could tell her , They he said grimly . Uncle Vernon stopped , his fist still raised , his face an ugly puce . " But if you sign my permission form , " Harry went on quickly , " I swear I'll remember where I'm supposed to go to school , and I'll act like a Mug like I'm normal and everything . " Harry could tell that Uncle

 Greedy output [epoch -> 1 | step -> 231000]: rid's help with a terrifying new pet . As Harry entered Flourish and Blotts , the manager came hurrying toward him . " Hogwarts ? " he said abruptly . " Come to get your new books ? " " Yes , " said Harry , " I need " " Get out of the way , " said the manager impatiently , brushing Harry aside . He drew on a pair of very thick gloves , picked up a large , knobbly walking stick , and proceeded toward the door of the Monster Books ' cage . " Hang on , " said Harry quickly , " I've already got one of those . " " Have you ? " A look of enormous relief spread over the manager's face . " Thank heavens for that . I've been bitten five times already this morning " A loud ripping noise rent the air two of the Monster Books had seized a third and were pulling it apart . " Stop it ! Stop it ! " cried the manager , poking the walking stick through the bars and knocking the books apart . " I'm never stocking them again , never ! It's been bedlam ! I thought we'd seen the worst when we bought two hundred copies of the Invisible Book of Invisibility cost a fortune , and we never found them . Well is there anything else I can help you with ? " " Yes , " said Harry , looking down his booklist , " I need Unfogging the Future by Cassandra Vablatsky . " " Ah , starting Divination , are you ? " said the manager , stripping off his gloves and leading Harry into the back of the shop , where there was a corner devoted to fortune telling . A small table was stacked with volumes such as Predicting the Unpredictable : Insulate Yourself Against Shocks and Broken Balls : When Fortunes Turn Foul . " Here you are , " said the manager , who had climbed a set of steps to take down a thick , black bound book . " Unfogging the Future . Very good guide to all your basic fortune telling methods palmistry , crystal balls , bird entrails " But Harry wasn't listening . His eyes had fallen on another book , which was among a display on a small table : Death Omens : What to Do When You Know the Worst Is Coming . " Oh , I wouldn't read that if I were you , " said the manager lightly , looking to see what Harry was staring at . " You'll start seeing death omens everywhere . It's enough to frighten anyone to death . " But

 Greedy output [epoch -> 1 | step -> 231500]:  , " I how was said Riddle , now eyeing the ragged thing that Lordkes had dropped , " that's the old school Sorting Hat " So it was . Patched , frayed , and dirty , the hat lay motionless at Harry's feet . Riddle began to laugh again . He laughed so hard that the dark Chamber rang with it , as though ten Riddles were laughing at once " This is what Dumbledore sends his defender ! A songbird and an old hat ! Do you feel brave , Harry Potter ? Do you feel safe now ? " Harry didn't answer . He might not see what use Fawkes or the Sorting Hat were , but he was no longer alone , and he waited for Riddle to stop laughing with his courage mounting . " To business , Harry , " said Riddle , still smiling broadly . " Twice in your past , in my future we have met . And twice I failed to kill you . How did you survive ? Tell me everything . The longer you talk , " he added softly , " the longer you stay alive . " Harry was thinking fast , weighing his chances . Riddle had the wand . He , Harry , had Fawkes and the Sorting Hat , neither of which would be much good in a duel . It looked bad , all right but the longer Riddle stood there , the more life was dwindling out of Ginny and in the meantime , Harry noticed suddenly , Riddle's outline was becoming clearer , more solid . If it had to be a fight between him and Riddle , better sooner than later . " No one knows why you lost your powers when you attacked me , " said Harry abruptly . " I don't know myself . But I know why you couldn't kill me . Because my mother died to save me . My common Muggle born mother , " he added , shaking with suppressed rage . " She stopped you killing me . And I've seen the real you , I saw you last year . You're a wreck . You're barely alive . That's where all your power got you . You're in hiding . You're ugly , you're foul " Riddle's face contorted . Then he forced it into an awful smile . " So . Your mother died to save you . Yes , that's a powerful counter charm . I can see now there is nothing special about you , after all . I wondered , you see . There are strange likenesses between us , after all . Even you must have noticed . Both half bloods , orphans , raised by M

 Greedy output [epoch -> 1 | step -> 232000]:  " the were traced to take you back next summer as long as you stay at Hogwarts for the Christmas and Easter holidays . " Harry unstuck his throat . " I always stay at Hogwarts for the Christmas and Easter holidays , " he said , " Harry I don't ever want to go back to Privet Drive . " " Now , now , I'm sure you'll feel differently once you've calmed down , " said Fudge in a worried tone . " They are your family , after all , and I'm sure you are fond of each other er very deep down . " It didn't occur to Harry to put Fudge right . He was still waiting to hear what was going to happen to him now . " So all that remains , " said Fudge , now buttering himself a second crumpet , " is to decide where you're going to spend the last three weeks of your vacation . I suggest you take a room here at the Leaky Cauldron and " " Hang on , " blurted Harry . " What about my punishment ? " Fudge blinked . " Punishment ? " " I broke the law ! " Harry said . " The Decree for the Restriction of Underage Wizardry ! " " Oh , my dear boy , we're not going to punish you for a little thing like that ! " cried Fudge , waving his crumpet impatiently . " It was an accident ! We don't send people to Azkaban just for blowing up their aunts ! " But this didn't tally at all with Harry's past dealings with the Ministry of Magic . " Last year , I got an official warning just because a house elf smashed a pudding in my uncle's house ! " he told Fudge , frowning . " The Ministry of Magic said I'd be expelled from Hogwarts if there was any more magic there ! " Unless Harry's eyes were deceiving him , Fudge was suddenly looking awkward . " Circumstances change , Harry . We have to take into account in the present climate Surely you don't want to be expelled ? " " Of course I don't , " said Harry . " Well then , what's all the fuss about ? " laughed Fudge . " Now , have a crumpet , Harry , while I go and see if Tom's got a room for you . " Fudge strode out of the parlor and Harry stared after him . There was something extremely odd going on . Why had Fudge been waiting for him at the Leaky Cauldron ,

 Greedy output [epoch -> 1 | step -> 232500]:  " " elf's ugly brown face split suddenly into a wide , toothy smile . " I've just got one question , Dobby , " said Harry as Dobby pulled on Harry's sock with shaking hands . " You told me all this had nothing to do with He Who Must Not Be Named , remember ? Well " " It was a clue , sir , " said Dobby , his eyes widening , as though this was obvious . " Was giving you a clue . The Dark Lord , before he changed his name , could be freely named , you see ? " " Right , " said Harry weakly . " Well , I'd better go . There's a feast , and my friend Hermione should be awake by now . " Dobby threw his arms around Harry's middle and hugged him . " Harry Potter is greater by far than Dobby knew ! " he sobbed . " Farewell , Harry Potter ! " And with a final loud crack , Dobby disappeared . Harry had been to several Hogwarts feasts , but never one quite like this . Everybody was in their pajamas , and the celebration lasted all night . Harry didn't know whether the best bit was Hermione running toward him , screaming " You solved it ! You solved it ! " or Justin hurrying over from the Hufflepuff table to wring his hand and apologize endlessly for suspecting him , or Hagrid turning up at half past three , cuffing Harry and Ron so hard on the shoulders that they were knocked into their plates of trifle , or his and Ron's four hundred points for Gryffindor securing the House Cup for the second year running , or Professor McGonagall standing up to tell them all that the exams had been canceled as a school treat ( " Oh , no ! " said Hermione ) , or Dumbledore announcing that , unfortunately , Professor Lockhart would be unable to return next year , owing to the fact that he needed to go away and get his memory back . Quite a few of the teachers joined in his cheering that greeted this news . " Shame , " said Ron , helping himself to a jam doughnut . " He was starting to grow on me . " The rest of the final term passed in a haze of blazing sunshine . Hogwarts was back to normal with only a few , small differences Defense Against the Dark Arts classes were canceled ( " but we've had plenty of practice at that anyway , " Ron told a disgruntled Hermione ) and Lucius Malfoy had been sacked as a school governor . Draco was no longer strutting around the school as though

 Greedy output [epoch -> 1 | step -> 233000]:  . a , and as cold , yet her eyes were closed , so she wasn't Petrified . But then she must be " Ginny , please wake up , " Harry muttered desperately , shaking her . Ginny's head lolled hopelessly from side to side . " She won't wake , " said a soft voice . Harry jumped and spun around on his knees . A tall , black haired boy was leaning against the nearest pillar , watching . He was strangely blurred around the edges , as though Harry were looking at him through a misted window . But there was no mistaking him " Tom Tom ?iddle ? " Riddle nodded , not taking his eyes off Harry's face . " What d'you mean , she won't wake ? " Harry said desperately . " She's not she's not ? " " She's still alive , " said Riddle . " But only just . " Harry stared at him . Tom Riddle had been at Hogwarts fifty years ago , yet here he stood , a weird , misty light shining about him , not a day older than sixteen . " Are you a ghost ? " Harry said uncertainly . " A memory , " said Riddle quietly . " Preserved in a diary for fifty years . " He pointed toward the floor near the statue's giant toes . Lying open there was the little black diary Harry had found in Moaning Myrtle's bathroom . For a second , Harry wondered how it had got there but there were more pressing matters to deal with . " You've got to help me , Tom , " Harry said , raising Ginny's head again . " We've got to get her out of here . There's a basilisk I don't know where it is , but it could be along any moment . Please , help me " Riddle didn't move . Harry , sweating , managed to hoist Ginny half off the floor , and bent to pick up his wand again . But his wand had gone . " Did you see ? " He looked up . Riddle was still watching him twirling Harry's wand between his long fingers . " Thanks , " said Harry , stretching out his hand for it . A smile curled the corners of Riddle's mouth . He continued to stare at Harry , twirling the wand idly . " Listen , " said Harry urgently , his knees sagging with Ginny's dead weight . " We've got to go If the basilisk comes " " It won't come until it is called , " said Riddle calmly . Harry lowered Ginny back

 Greedy output [epoch -> 1 | step -> 233500]:  the bookaky Cauldron , " said R , " said Ron simply . Mr Weasley , who worked at the Ministry of Magic , would of course have heard the whole story of what had happened to Aunt Marge . " Did you really blow up your aunt , Harry ? " said Hermione in a very serious voice . " I didn't mean to , " said Harry while Ron roared with laughter . " I just lost control . " " It's not funny , Ron , " said Hermione sharply . " Honestly , I'm amazed Harry wasn't expelled . " " So am I , " admitted Harry . " Forget expelled , I thought I was going to be arrested . " He looked at Ron . " Your dad doesn't know why Fudge let me off , does he ? " " Probably ' cause it's you , isn't it ? " shrugged Ron , still chuckling . " Famous Harry Potter and all that . I'd hate to see what the Ministry'd do to me if I blew up an aunt . Mind you , they'd have to dig me up first , because Mum would've killed me . Anyway , you can ask Dad yourself this evening . We're staying at the Leaky Cauldron tonight too ! So you can come to King's Cross with us tomorrow ! Hermione's there as well ! " Hermione nodded , beaming . " Mum and Dad dropped me off this morning with all my Hogwarts things . " " Excellent ! " said Harry happily . " So , have you got all your new books and stuff ? " " Look at this , " said Ron , pulling a long thin box out of a bag and opening it . " Brand new wand . Fourteen inches , willow , containing one unicorn tail hair . And we've got all our books " He pointed at a large bag under his chair . " What about those Monster Books , eh ? The assistant nearly cried when we said we wanted two . " " What's all that , Hermione ? " Harry asked , pointing at not one but three bulging bags in the chair next to her . " Well , I'm taking more new subjects than you , aren't I ? " said Hermione . " Those are my books for Arithmancy , Care of Magical Creatures , Divination , Study of Ancient Runes , Muggle Studies " " What are you doing Muggle Studies for ? " said Ron , rolling his eyes at Harry . " You're Muggle born ! Your mum and dad are Muggles ! You already know all about Muggles ! " " But it'll

 Greedy output [epoch -> 1 | step -> 234000]:  ? Beats his Wales ? " " Ar , " said Ernie . " How come the Muggles don't hear the bus ? " said Harry . " Them ! " said Stan contemptuously . " Don ' listen properly , do they ? Don ' look properly either . Never notice nuffink , they don ' . " " Best go wake up Madam Marsh , Stan , " said Ern . " Well be in Abergavenny in a minute . " Stan passed Harry's bed and disappeared up a narrow wooden staircase . Harry was still looking out of the window , feeling increasingly nervous . Ernie didn't seem to have mastered the use of a steering wheel . The Knight Bus kept mounting the pavement , but it didn't hit anything lines of lampposts , mailboxes , and trash cans jumped out of its way as it approached and back into position once it had passed . Stan came back downstairs , followed by a faintly green witch wrapped in a traveling cloak . " ' Ere you go , Madam Marsh , " said Stan happily as Ern stamped on the brake and the beds slid a foot or so toward the front of the bus . Madam Marsh clamped a handkerchief to her mouth and tottered down the steps . Stan threw her bag out after her and rammed the doors shut there was another loud BANG , and they were thundering down a narrow country lane , trees leaping out of the way . Harry wouldn't have been able to sleep even if he had been traveling on a bus that didn't keep banging loudly and jumping a hundred miles at a time . His stomach churned as he fell back to wondering what was going to happen to him , and whether the Dursleys had managed to get Aunt Marge off the ceiling yet . Stan had unfurled a copy of the Daily Prophet and was now reading with his tongue between his teeth . A large photograph of a sunken faced man with long , matted hair blinked slowly at Harry from the front page . He looked strangely familiar . " That man ! " Harry said , forgetting his troubles for a moment . " He was on the Muggle news ! " Stanley turned to the front page and chuckled . " Sirius Black , " he said , nodding . " ' Course ' e was on the Muggle news , Neville , where you been ? " He gave a superior sort of chuckle at the blank look on Harry's face , removed the front page , and handed it to Harry . " You oughta read the papers more , Neville . " Harry

 Greedy output [epoch -> 1 | step -> 234500]:  a wand , handsome boy who was once Head Boy here . " " But , Ginny , " said Mrs Weasley . " What's our Ginny got to do with with him ? " " His d diary ! " Ginny sobbed . " I've b been writing in it , and he's been w writing back all year " " Ginnyl " said Mr Weasley , flabbergasted . " Haven't I taught you anything ? What have I always told you ? Never trust anything that can think for itself if you can't see where it keeps its brain . Why didn't you show the diary to me , or your mother ? A suspicious object like that , it was clearly full of Dark Magic " " I d didn't know , " sobbed Ginny . " I found it inside one of the books Mum got me . I th thought someone had just left it in there and forgotten about it " " Miss Weasley should go up to the hospital wing right away , " Dumbledore interrupted in a firm voice . " This has been a terrible ordeal for her . There will be no punishment . Older and wiser wizards than she have been hoodwinked by Lord Voldemort . " He strode over to the door and opened it . " Bed rest and perhaps a large , steaming mug of hot chocolate . I always find that cheers me up , " he added , twinkling kindly down at her . " You will find that Madam Pomfrey is still awake . She's just giving out Mandrake juice I daresay the basilisk's victims will be waking up any moment . " " So Hermione's okay ! " said Ron brightly . " There has been no lasting harm done , Ginny , " said Dumbledore . Mrs Weasley led Ginny out , and Mr Weasley followed , still looking deeply shaken . " You know , Minerva , " Professor Dumbledore said thoughtfully to Professor McGonagall , " I think all this merits a good feast Might I ask you to go and alert the kitchens ? " " Right , " said Professor McGonagall crisply , also moving to the door . " Ill leave you to deal with Potter and Weasley , shall I ? " " Certainly , " said Dumbledore . She left , and Harry and Ron gazed uncertainly at Dumbledore . What exactly had Professor McGonagall meant , deal with them ? Surely surely they weren't about to be punished ? " I seem to remember telling you both that I would have to expel you if you broke any more school rules , " said Dumbledore . Ron opened his mouth in horror . " Which

 Greedy output [epoch -> 1 | step -> 235000]: 's where best . " Dudley was eating his fourth slice of pie . Aunt Petunia was sipping coffee with her little finger sticking out . Harry really wanted to disappear into his bedroom , but he met Uncle Vernon's angry little eyes and knew he would have to sit it out . " Aah , " said Aunt Marge , smacking her lips and putting the empty brandy glass back down . " Excellent nosh , Petunia . It's normally just a fry up for me of an evening , with twelve dogs to look after . " She burped richly and patted her great tweed stomach . " Pardon me . But I do like to see a healthy sized boy , " she went on , winking at Dudley . " You'll be a proper sized man , Dudders , like your father . Yes , I'll have a spot more brandy , Vernon . " " Now , this one here " She jerked her head at Harry , who felt his stomach clench . The Handbook , he thought quickly . " This one's got a mean , runty look about him . You get that with dogs . I had Colonel Fubster drown one last year . Ratty little thing it was . Weak . Underbred . " Harry was trying to remember page twelve of his book : A Charm to Cure Reluctant Reversers . " It all comes down to blood , as I was saying the other day . Bad blood will out . Now , I'm saying nothing against your family , Petunia " she patted Aunt Petunia's bony hand with her shovellike one " but your sister was a bad egg . They turn up in the best families . Then she ran off with a wastrel and here's the result right in front of us . " Harry was staring at his plate , a funny ringing in his ears . Grasp your broom firmly by the tail , he thought . But he couldn't remember what came next . Aunt Marge's voice seemed to be boring into him like one of Uncle Vernon's drills . " This Potter , " said Aunt Marge loudly , seizing the brandy bottle and splashing more into her glass and over the tablecloth , " you never told me what he did ? " Uncle Vernon and Aunt Petunia were looking extremely tense . Dudley had even looked up from his pie to gape at his parents . " He didn't work , " said Uncle Vernon , with half a glance at Harry . " Unemployed . " " As I expected ! " said Aunt

 Greedy output [epoch -> 1 | step -> 235500]:  the shoulder and then flapped past him , still scuttling on its covers . Harry scrambled around , threw himself forward , and managed to flatten it . Uncle Vernon gave a loud , sleepy grunt in the room next door . Hedwig and Errol watched interestedly as Harry clamped the struggling book tightly in his arms , hurried to his chest of drawers , and pulled out a belt , which he buckled tightly around it . The Monster Book shuddered angrily , but could no longer flap and snap , so Harry threw it down on the bed and reached for Hagrid's card . Dear Harry , Happy birthday ! Think you might find this useful for next year . Won't say no more here . Tell you when I see you . Hope the Muggles are treating you right . All the best , Hagrid It struck Harry as ominous that Hagrid thought a biting book would come in useful , but he put Hagrid's card up next to Ron's and Hermione's , grinning more broadly than ever . Now there was only the letter from Hogwarts left . Noticing that it was rather thicker than usual , Harry slit open the envelope , pulled out the first page of parchment within , and read : Dear Mr Potter , Please note that the new school year will begin on September the first . The Hogwarts Express will leave from King's Cross station , platform nine and three quarters , at eleven o'clock . Third years are permitted to visit the village of Hogsmeade on certain weekends . Please give the enclosed permission form to your parent or guardian to sign . A list of books for next year is enclosed . Yours sincerely , Professor M . McGonagall Deputy Headmistress Harry pulled out the Hogsmeade permission form and looked at it , no longer grinning . It would be wonderful to visit Hogsmeade on weekends he knew it was an entirely wizarding village , and he had never set foot there . But how on earth was he going to persuade Uncle Vernon or Aunt Petunia to sign the form ? He looked over at the alarm clock . It was now two o'clock in the morning . Deciding that he'd worry about the Hogsmeade form when he woke up , Harry got back into bed and reached up to cross off another day on the chart he'd made for himself , counting down the days left until his return to Hogwarts . Then he took off his glasses and lay down , eyes open , facing his three birthday cards . Extremely unusual though he was , at that moment Harry Potter felt just like

 Greedy output [epoch -> 1 | step -> 236000]:  have know me , Harry Potter you and me . " He raised the wand Then , in a rush of wings , Fawkes had soared back overhead and something fell into Harry's lap the diary . For a split second , both Harry and Riddle , wand still raised , stared at it . Then , without thinking , without considering , as though he had meant to do it all along , Harry seized the basilisk fang on the floor next to him and plunged it straight into the heart of the book . There was a long , dreadful , piercing scream . Ink spurted out of the diary in torrents , streaming over Harry's hands , flooding the floor . Riddle was writhing and twisting , screaming and flailing and then He had gone . Harry's wand fell to the floor with a clatter and there was silence . Silence except for the steady drip drip of ink still oozing from the diary . The basilisk venom had burned a sizzling hole right through it . Shaking all over , Harry pulled himself up . His head was spinning as though he'd just traveled miles by Floo powder . Slowly , he gathered together his wand and the Sorting Hat , and , with a huge tug , retrieved the glittering sword from the roof of the basilisk's mouth . Then came a faint moan from the end of the Chamber . Ginny was stirring . As Harry hurried toward her , she sat up . Her bemused eyes traveled from the huge form of the dead basilisk , over Harry , in his blood soaked robes , then to the diary in his hand . She drew a great , shuddering gasp and tears began to pour down her face . " Harry oh , Harry I tried to tell you at b breakfast , but I c couldn't say it in front of Percy it was me , Harry but I I s swear I d didn't mean to R R R made me , he t took me over and how did you kill that that thing ? W where's Riddle ? The last thing I r remember is him coming out of the diary " " It's all right , " said Harry , holding up the diary , and showing Ginny the fang hole , " Riddle's finished . Look ! Him and the basilisk . C'mon , Ginny , let's get out of here " " I'm going to be expelled ! " Ginny wept as Harry helped her awkwardly to her feet . " I've looked forward to coming to Hogwarts ever since B Bill came and n now I'll have to leave and w what'll

 Greedy output [epoch -> 1 | step -> 236500]:  , " forced it high over his head , and the pebble dashed walls of number two suddenly sparkled the garage door gleamed , and between them Harry saw , quite distinctly , the hulking outline of something very big , with wide , gleaming eyes . Harry stepped backward . His legs hit his trunk and he tripped . His wand flew out of his hand as he flung out an arm to break his fall , and he landed , hard , in the gutter There was a deafening BANG , and Harry threw up his hands to shield his eyes against a sudden blinding light With a yell , he rolled back onto the pavement , just in time . A second later , a gigantic pair of wheels and headlights screeched to a halt exactly where Harry had just been lying . They belonged , as Harry saw when he raised his head , to a triple decker , violently purple bus , which had appeared out of thin air . Gold lettering over the windshield spelled The Knight Bus . For a split second , Harry wondered if he had been knocked silly by his fall . Then a conductor in a purple uniform leapt out of the bus and began to speak loudly to the night . " Welcome to the Knight Bus , emergency transport for the stranded witch or wizard . Just stick out your wand hand , step on board , and we can take you anywhere you want to go . My name is Stan Shunpike , and I will be your conductor this eve " The conductor stopped abruptly . He had just caught sight of Harry , who was still sitting on the ground . Harry snatched up his wand again and scrambled to his feet . Close up , he saw that Stan Shunpike was only a few years older than he was , eighteen or nineteen at most , with large , protruding ears and quite a few pimples . " What were you doin ' down there ? " said Stan , dropping his professional manner . " Fell over , " said Harry . " ' Choo fall over for ? " sniggered Stan . " I didn't do it on purpose , " said Harry , annoyed . One of the knees in his jeans was torn , and the hand he had thrown out to break his fall was bleeding . He suddenly remembered why he had fallen over and turned around quickly to stare at the alleyway between the garage and fence . The Knight Bus's headlamps were flooding it with light , and it was empty . " ' Choo lookin ' at ? " said Stan . " There was a big black thing , " said Harry

 Greedy output [epoch -> 1 | step -> 237000]:  a ofglingclock in the morning . Harry's stomach gave a funny jolt . He had been thirteen years old , without realizing it , for a whole hour . Yet another unusual thing about Harry was how little he looked forward to his birthdays . He had never received a birthday card in his life . The Dursleys had completely ignored his last two birthdays , and he had no reason to suppose they would remember this one . Harry walked across the dark room , past Hedwig's large , empty cage , to the open window . He leaned on the sill , the cool night air pleasant on his face after a long time under the blankets . Hedwig had been absent for two nights now . Harry wasn't worried about her : she'd been gone this long before . But he hoped she'd be back soon she was the only living creature in this house who didn't flinch at the sight of him . Harry , though still rather small and skinny for his age , had grown a few inches over the last year . His jet black hair , however , was just as it always had been stubbornly untidy , whatever he did to it . The eyes behind his glasses were bright green , and on his forehead , clearly visible through his hair , was a thin scar , shaped like a bolt of lightning . Of all the unusual things about Harry , this scar was the most extraordinary of all . It was not , as the Dursleys had pretended for ten years , a souvenir of the car crash that had killed Harry's parents , because Lily and James Potter had not died in a car crash . They had been murdered , murdered by the most feared Dark wizard for a hundred years , Lord Voldemort . Harry had escaped from the same attack with nothing more than a scar on his forehead , where Voldemort's curse , instead of killing him , had rebounded upon its originator . Barely alive , Voldemort had fled . But Harry had come face to face with him at Hogwarts . Remembering their last meeting as he stood at the dark window , Harry had to admit he was lucky even to have reached his thirteenth birthday . He scanned the starry sky for a sign of Hedwig , perhaps soaring back to him with a dead mouse dangling from her beak , expecting praise . Gazing absently over the rooftops , it was a few seconds before Harry realized what he was seeing . Silhouetted against the golden moon , and growing larger every moment , was a large , strangely lopsided creature , and it was flapping in Harry's

 Greedy output [epoch -> 1 | step -> 237500]:  " faced . " It's a lot to remember . I'll have to make it sound convincing , won't I ? What if I accidentally let something slip ? " " You'll get the stuffing knocked out of you , won't you ? " roared Uncle Vernon , advancing on Harry with his fist raised . But Harry stood his ground . " Knocking the stuffing out of me won't make Aunt Marge forget what I could tell her , " he said grimly . Uncle Vernon stopped , his fist still raised , his face an ugly puce . " But if you sign my permission form , " Harry went on quickly , " I swear I'll remember where I'm supposed to go to school , and I'll act like a Mug like I'm normal and everything . " Harry could tell that Uncle Vernon was thinking it over , even if his teeth were bared and a vein was throbbing in his temple . " Right , " he snapped finally . " I shall monitor your behavior carefully during Marge's visit . If , at the end of it , you've toed the line and kept to the story , I'll sign your ruddy form . " He wheeled around , pulled open the front door , and slammed it so hard that one of the little panes of glass at the top fell out . Harry didn't return to the kitchen . He went back upstairs to his bedroom . If he was going to act like a real Muggle , he'd better start now . Slowly and sadly he gathered up all his presents and his birthday cards and hid them under the loose floorboard with his homework . Then he went to Hedwig's cage . Errol seemed to have recovered he and Hedwig were both asleep , heads under their wings . Harry sighed , then poked them both awake . " Hedwig , " he said gloomily , " you're going to have to clear off for a week . Go with Errol . Ron'll look after you . I'll write him a note , explaining . And don't look at me like that " Hedwig's large amber eyes were reproachful " it's not my fault . It's the only way I'll be allowed to visit Hogsmeade with Ron and Hermione . " Ten minutes later , Errol and Hedwig ( who had a note to Ron bound to her leg ) soared out of the window and out of sight . Harry , now feeling thoroughly miserable , put the empty cage away inside the wardrobe . But Harry didn't have long to brood . In next to no time ,

 Greedy output [epoch -> 1 | step -> 238000]:  . andaming at next to Professor McGonagall , who was taking great , steadying gasps , clutching her chest . Fawkes went whooshing past Harry's ear and settled on Dumbledore ' s shoulder , just as Harry found himself and Ron being swept into Mrs Weasley's tight embrace . " You saved her ! You saved her ! How did you do it ? " " I think we'd all like to know that , " said Professor McGonagall weakly . Mrs Weasley let go of Harry , who hesitated for a moment , then walked over to the desk and laid upon it the Sorting Hat , the ruby encrusted sword , and what remained of Riddle's diary . Then he started telling them everything . For nearly a quarter of an hour he spoke into the rapt silence : He told them about hearing the disembodied voice , how Hermione had finally realized that he was hearing a basilisk in the pipes how he and Ron had followed the spiders into the forest , that Aragog had told them where the last victim of the basilisk had died how he had guessed that Moaning Myrtle had been the victim , and that the entrance to the Chamber of Secrets might be in her bathroom . " Very well , " Professor McGonagall prompted him as he paused , " so you found out where the entrance was breaking a hundred school rules into pieces along the way , I might add but how on earth did you all get out of there alive , Potter ? " So Harry , his voice now growing hoarse from all this talking , told them about Fawkes's timely arrival and about the Sorting Hat giving him the sword . But then he faltered . He had so far avoided mentioning Riddle's diary or Ginny . She was standing with her head against Mrs Weasley ' s shoulder , and tears were still coursing silently down her cheeks . What if they expelled her ? Harry thought in panic . Riddle's diary didn't work anymore . How could they prove it had been he who'd made her do it all ? Instinctively , Harry looked at Dumbledore , who smiled faintly , the firelight glancing off his half moon spectacles . " What interests me most , " said Dumbledore gently , " is how Lord Voldemort managed to enchant Ginny , when my sources tell me he is currently in hiding in the forests of Albania . " Relief warm , sweeping , glorious relief swept over Harry . " W what's that ? " said Mr Weasley in a stunned voice . " You Know Who ? En enchant Ginny ? But Ginny ' s not Ginny

