
 Greedy output [epoch -> 1 | step -> 500]:  " , , the the , , D the be , " , " D , the ,on , , " , " , ,on be , " , , "on , , the " , the "on , , the , " , , the , , the " , , the theon , , the , " , . , " the , . , , " , " , " "'t , the , ,on , the , " , the , , " " , , , " D , D , theon the "'t " . the ,on ,on , , . the , " , " , . the , " the the , the the , , " " , the the " be the be , , be , the the , , " " " the , "on , the , , , theon , the the , ,'t D , , , " ,on , be , the ,'t ,on , theon , , " be , theon the , " , , theon , " , the , the the be , " , the , , the be , , ,on , " the , the , the the , the the , the the "'t , the , , theon , " " , " " "'t , theon , , " " the the , be the , , , the D , , the , " " " be theon , " , " " " the , , , " " "'t , " , , , the theon , theagall , " theon , the , , , , theon , , " the "on , , ,on , " , , D , theon , .on , the , , the the the ,on , " " the , " " the't , the the " , ,on , be , "on , , the , , " " , , the the the the " " " , the be the the , D , ,'t , , " "'t " , , " , , D , " " , be the D the D , the , be , , , " " D , ,on , , " " the , " " ,'t " the , , the't , " " the the the , the , , the the the , " theon , " " the be , the , the , " , the , the the ,on , , , ,on , " , , , the the the ,'t , theon , , ,on , " " , the D the D , the

 Greedy output [epoch -> 1 | step -> 62500]: 'd be for lessons door for freedom . Once Nothing , Neville , nothing , " said Harry , hurriedly putting the cloak behind his back . Neville stared at their guilty faces . " You're going out again , " he said . " No , no , " , " said Hermione . " No , we're not . Why don't you go to bed , Neville ? " Harry looked at the grandfather clock by the door . They couldn't afford to waste any more time , Snape might even now be playing Fluffy to sleep . " You can't go out , " said Neville , " you'll be caught again . Gryffindor will be in even more trouble . " " You don't understand , " said Harry , " this is important . " But Neville was clearly steeling himself to do something desperate . " I won't let you do it , " he said , hurrying to stand in front of the portrait hole . " I'll fight'll fight you ! " " Neville , " Ron exploded , " get away from that hole and don't be an idiot " " Don't you call me an idiot ! " said Neville . " I don't think you should be breaking any more rules ! And you were the one who told me to stand up to people ! " " Yes , but not to us , " said Ron in exasperation . " Neville , you don't know what you're doing . " He took a step forward and Neville dropped Trevor the toad , who leapt out of sight . " Go on then , try and hit me ! " said Neville , raising his fists . " I'm ready ! " Harry turned to Hermione . " Do something , " he said desperately . Hermione stepped forward . Hermione Neville , " she said , " I'm really , really sorry about this . " She raised her wand . " Petrificus Totalus Total " she cried , pointing it at Neville . Neville's arms snapped to his sides . His legs sprang together . His whole body rigid , he swayed where he stood and then fell flat on his face , stiff as a board . Hermione ran to turn him over . Neville's jaws were jammed together so he couldn't speak . Only his eyes were moving , looking at them in horror . " What've you done to him ? " Harry . . " It's the full Body Bind , " said Hermione miserably . " Oh , Neville , I'm so sorry . " " We had to , Neville , no time to explain , " said Ron . " You'll understand later ,

 Greedy output [epoch -> 1 | step -> 63000]:  head on hischemy with making partner , Nicolas Flamel'V ' Hermione jumped it her feet . They hadn't looked so excited since they'd gotten back the marks for their very first piece of homework . " Stay there ! " she said , and she sprinted up the stairs to the girls ' dormitories . Harry and Ron barely had time to exchange mystified looks before she was dashing back , an enormous old book in her arms . " I never thought to look in here ! " she said excitedly . " I got this out of the library weeks ago for a bit of light reading . " " Light ? " said Ron , but Hermione told him to be quiet until she'd looked something up , and started flicking frantically through the pages , muttering to herself . At last she found what she was looking for . " I knew it ! " knew it ! " " Are we allowed to speak yet ? " said Ron grumpily . Hermione ignored him . " Nicolas Flamel , " she whispered dramatically , " is the only known maker of the Sorcerer's Stone " This didn't have quite the effect she'd expected . " The what ? " said Harry and Ron . " Oh , honestly , don't you two read ? Look read that , there . " She pushed the book toward them , and Harry and Ron read : The ancient study of alchemy is concerned with making the Sorcerer's Stone , a legendary substance with astonishing powers . The Stone will transform any metal into pure gold . It also produces the Elixir of Life , which will make the drinker immortal . There have been many reports of the Sorcerer's Stone over the centuries , but the only Stone currently in existence belongs to Mr Nicolas Flamel , the noted alchemist and opera lover . Mr Flamel , who celebrated his six hundred and sixty fifth birthday last year , enjoys a quiet life in Devon with his wife , Perenelle ( six hundred and fifty eight ) . " See ? " said Hermione , when Harry and Ron had finished . " The dog must be guarding Flamel's Sorcerer's Stone ! I bet he asked Dumbledore to keep it safe for him , because they're friends and he knew someone was after it , that's why he wanted the Stone moved out of Gringotts ! " " A stone that makes gold and stops you from ever dying ! " said Harry . " No wonder Snape's after it ! Anyone would want it . " " And no wonder we couldn't find Flamel in that Study of Recent Developments in Wizardry , "

 Greedy output [epoch -> 1 | step -> 63500]:  . one handle wing ) " I ! " , at it , above Hermione , stay below and stop it from going down and I'll try and catch it . Right , NOW ! " Ron dived , Hermione rocketed upward , the key dodged them both , and Harry streaked after it sped sped toward the wall , Harry leaned forward and with a nasty , crunching noise , pinned it against the stone with one hand . Ron and Hermione ' s cheers echoed around the high chamber . They landed quickly , and Harry ran to the door , the key struggling in his hand . He rammed it into the lock and turned it worked . The moment the lock had clicked open , the key took flight again , looking very battered now that it had been caught twice . " Ready ? " Harry asked the other two , his hand on the door handle . They nodded . He pulled the door open . The next chamber was so dark they couldn't see anything at all . But as they stepped into it , light suddenly flooded the room to reveal an astonishing sight . They were standing on the edge of a huge chessboard , behind the black chessmen , which were all taller than they were and carved from what looked like black stone . Facing them , way across the chamber , were the white pieces . Harry , Ron and Hermione shivered slightly the towering white chessmen had already faces . " Now what do we do ? " Harry whispered . " It's obvious , isn't it ? " said Ron . " We've got to play our way across the room . " Behind the white pieces they could see another door . " How ? " said Hermione nervously . " I think , " said Ron , " we're going to have to be chessmen . " He walked up to a black knight and put his hand out to touch the knights horse . At once , the stone sprang to life . The horse pawed the ground and the knight turned his helmeted head to look down at Ron . " Do we er have to join you to get across ? " The black knight nodded . Ron turned to the other two . " This needs thinking about . " he said . " I suppose we've got to take the place of three of the black pieces . Harry and Hermione stayed quiet , watching Ron think . Finally he said , " Now , don't be offended or anything , but neither of you are that good at chess " We're not offended , " said Harry quickly . " Just tell us what to do . " " Well , Harry , you take the place of

 Greedy output [epoch -> 1 | step -> 64000]:  back to do , but could new secret not to interfere in his that didn't concern him was put to an unexpected test . Walking back from the library on his own one afternoon , he heard somebody whimpering from a classroom up ahead . As he drew closer , he heard Quirrell's voice . " No no not again , please " It sounded as though someone was threatening him . Harry moved closer . " All right all right " he heard Quirrell sob . Next second , Quirrell came hurrying out of the classroom straightening his turban . He was pale and looked as though he was about to cry . He strode out of sight Harry didn't think Quirrell had even noticed him . He waited until Quirrell's footsteps had disappeared , then peered into the classroom . It was empty , but a door stood ajar at the other end . Harry was halfway toward it before he remembered what he'd promised himself about not meddling . All the same , he'd have gambled twelve Sorcerer's Stones that Snape had just left the room , and from what Harry had just heard , Snape would be walking with a new spring in his step Quirrell seemed to have given in at last . Harry went back to the library , where Hermione was testing Ron on Astronomy . Harry told them what he'd heard . " Snape's done it , then ! " said Ron . " If Quirrell's told him how to break his Anti Dark Force spell " " There's still Fluffy , though , " said Hermione . " Maybe Snape's found out how to get past him without asking Hagrid , " said Ron , looking up at the thousands of books surrounding them . " I bet there's a book somewhere in here telling you how to get past a giant three headed dog . So what do we do , Harry ? " The light of adventure was kindling again in Ron's eyes , but Hermione answered before Harry could . " Go to Dumbledore . That's what we should have done ages ago . If we try anything ourselves we'll be thrown out for sure . " " But we've got no proof . " said Harry . " Quirrell's too scared to back us up . Snape's only got to say he doesn't know how the troll got in at Halloween and that he was nowhere near the third floor who do you think they'll believe , him or us ? It's not exactly a secret we hate him , Dumbledore ' ll think we made it up to get him sacked . Filch wouldn't help us

 Greedy output [epoch -> 1 | step -> 64500]:  o him what the little plastic sticks Muggle children blew bubbles through , except that they were fifty feet high . Too eager to fly again to wait for Wood , Harry mounted his broomstick and kicked off from the ground . What a feeling he swooped in and out of the goal posts and then sped up and down the field . The Nimbus Two Thousand turned wherever he even at his lightest touch . " Hey , Potter , come down ! " Oliver Wood had arrived . He was carrying a large wooden crate under his arm . Harry landed next to him . " Very nice , " said Wood , his eyes glinting . " I see what McGonagall meant you really are a natural . I'm just going to teach you the rules this evening , then you'll be joining team practice three times a week . " He opened the crate . Inside were four different sized balls . " Right , " said Wood . " Now , Quidditch is easy enough to understand , even if it's not too easy to play . There are seven players on each side . Three of them are called Chasers . " " And Chasers , " Harry repeated , as Wood took out a bright red ball about the size of a soccer ball . " This ball's called the Quaffle , " said Wood . " The Chasers throw the Quaffle to each other and try and get it through one of the hoops to score a goal . Ten points every time the Quaffle goes through one of the hoops . Follow me ? " " The Chasers throw the Quaffle and put it through the hoops to score , " Harry recited . " So that's sort of like basketball on broomsticks with six hoops , isn't it ? " " What's basketball ? " said Wood curiously . " Never mind , " said Harry quickly . " Now , there's another player on each side who's called the Keeper I'm Keeper for Gryffindor . I have to fly around our hoops and stop the other team from scoring . " " Three Chasers , one Keeper , " said Harry , who was determined to remember it all . " And they play with the Quaffle . Okay , got that . So what are they for ? " He pointed at the three balls left inside the box . " I'll show you now , " said Wood . " Take this . " He handed Harry a small club , a bit like a short baseball bat . " I'm going to show you what the Bludgers do , " Wood said . " These two are the

 Greedy output [epoch -> 1 | step -> 65000]:  they a do Qu Snape Quirrell ignored and him in front pain close stop him from doing a curse . Harry jumped to his feet , caught Quirrell by the arm , and hung on as tight as he could . Quirrell screamed and tried to throw Harry off the pain in Harry's head was building he couldn't see he could only hear Quirrell's terrible shrieks and Voldemort's yells of , " KILL HIM ! KILL HIM ! " and other voices , maybe in Harry's own head , crying , " Harry ! Harry ! " He felt Quirrell's arm wrenched from his grasp , knew all was lost , and fell into blackness , down down down down gold was glinting just above him . The Snitch ! He tried to catch it , but his arms were too heavy . He blinked . It wasn't the Snitch at all . It was a pair of glasses . How strange . He blinked again . The smiling face of Albus Dumbledore swam into view above him . " Good afternoon , Harry , " said Dumbledore . Harry stared at him . Then he remembered : " Sir ! The Stone ! It was Quirrell ! He's got the Stone ! Sir , quick " Calm yourself , dear boy , you are a little behind the times , " said Dumbledore . " Quirrell does not have the Stone . " " Then who does ? Sir , I " " Harry , please relax , or Madam Pomfrey will have me thrown out . " Harry swallowed and looked around him . He realized he must be in the hospital wing . He was lying in a bed with white linen sheets , and next to him was a table piled high with what looked like half the candy shop . " Tokens from your friends and admirers , " said Dumbledore , beaming . " What happened down in the dungeons between you and Professor Quirrell is a complete secret , so , naturally , the whole school knows . I believe your friends Misters Fred and George Weasley were responsible for trying to send you a toilet seat . No doubt they thought it would amuse you . Madam Pomfrey , however , felt it might not be very hygienic , and confiscated it . " " How long have I been in here ? " " Three days . Mr Ronald Weasley and Miss Granger will be most relieved you have come round , they have been extremely worried . " " But sir , the Stone " " I see you are not to be distracted . Very well , the Stone . Professor Quirrell did not manage to

 Greedy output [epoch -> 1 | step -> 65500]:  "'ll never a dragon to get . When Harry began't believe anyone could be so interfering . " Come on , " said said to Ron . He pushed open the portrait of the Fat Lady and climbed through the hole . Hermione wasn't going to give up that easily . She followed . through the portrait hole , hissing at them like an angry goose . " Don't you care about Gryffindor , do you only care about yourselves , don't want Slytherin to win the House Cup , and you'll lose all the points I got from Professor McGonagall for knowing about Switching Spells . " " Go away . " " All right , but I warned you , you , remember what I said when you're on the train home tomorrow , you're so " But what they were , they didn't find out . Hermione had turned to the portrait of the Fat Lady to get back inside and found herself facing an empty painting . The Fat Lady had gone on a nighttime visit and Hermione was locked out of Gryffindor Tower . " Now what am I going to do ? " she asked shrilly . " That's your problem , " said Ron . " We've got to go , we're going to be late . " They hadn't even reached the end of the corridor when Hermione caught up with them . " I'm coming with you , " she said . " You are not . " " D'you think I'm going to stand out here and wait for Filch to catch me ? If he finds all three of us I'll tell him the truth , that I was trying to stop you , and you can back me up . " " You've got some nerve " said Ron loudly . " Shut up , both of you ! " said Harry sharply . " I heard something . " It was a sort of snuffling . " Mrs Norris ? " breathed Ron , squinted through the dark . It wasn't Mrs Norris . He was curled . He was curled up on the floor , fast asleep , but jerked suddenly awake as they crept nearer . " Thank goodness you found me ! I've been out here for hours , I couldn't remember the new password to get in to bed . " " Keep your voice down , Neville . The password's ' Pig snout ' but it won't help you now , the Fat Lady's gone off somewhere . " " How's your arm ? " said Harry . " Fine , " said Neville , showing them . " Madam Pomfrey mended it in about

 Greedy output [epoch -> 1 | step -> 66000]:  . the rules head , he the it zigzagging away into the air it zoomed around their heads and then shot at Wood , who dived on top of it and managed to pin it to the ground . " See ? " Wood panted , forcing the struggling Bludger back into the crate and strapping it down safely . " The Bludgers rocket around , trying to knock them off their brooms . That's why you have two Beaters on each team the Weasley twins are ours it's their job to protect their side from the Bludgers and try and knock them toward the other team . So think you've got all that ? " " Three Chasers try and score with the Quaffle the Keeper guards the goal posts the Beaters on the Bludgers away from their team , " Harry reeled off . " Very good , " said Wood . " Er have the Bludgers ever killed anyone ? " Harry asked , hoping he sounded offhand . " Never at Hogwarts . We've had a couple of broken jaws but nothing worse than that . Now , the last member of the team is the Seeker . That's you . And you don't have to worry about the Quaffle or the Bludgers " " unless they crack my head open . " " Don't worry , the Weasleys are more than a match for the Bludgers I mean , they're like a pair of human Bludgers themselves . " Wood reached into the crate and took out the fourth and last ball . Compared with the Quaffle and the Bludgers , it was tiny , about the size of a large walnut . It was bright gold and had little fluttering silver wings to " This , " said Wood , " is the Golden Snitch , and it's the most important ball of the lot . It's very hard to catch because it's so fast and difficult to see . It's job Seeker's job to catch it . You've got to weave in and out of the Chasers , Beaters , Bludgers , and Quaffle to get it before the other team's Seeker , because whichever Seeker catches the Snitch wins his team an extra hundred and fifty points , so they nearly always win . That's why Seekers and fouled so much . A game of Quidditch only ends when the Snitch is caught , so it can go on for ages I think the record is three months , they had to keep bringing on substitutes so the players could get some sleep .

 Greedy output [epoch -> 1 | step -> 66500]:  " were meet you there , take up away while safety's better dark . Send me an answer as soon as possible . Love , Charlie They looked at one another . " What've got to Invisibility Cloak , " said Harry . " It shouldn't be too difficult I think the cloak's big enough to cover two of us and Norbert . Now It was a mark of how bad the last week had been that the other two agreed with him . Anything to get rid of Norbert and Malfoy . There was a hitch . By the next morning , Ron's bitten hand had swollen to twice its usual size . He didn't know whether it was safe to go to Madam Pomfrey would she recognize a dragon bite ? By the afternoon , though , he had no choice . The cut had turned a nasty shade of green . It looked as if Norbert's fangs were poisonous . Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed . " It's not just my hand , " he whispered , " although that feels like it's about to fall off . Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me . He kept threatening to tell her what really bit me I've told her it was a dog , but I don't think she believes me I shouldn't have hit him at the Quidditch match , that's why he's doing this . " Harry and Hermione tried to calm Ron down . " It'll all be over at midnight on Saturday , " said Hermione , but this didn't soothe Ron at all . On the contrary , he sat bolt of and broke into a sweat . " Midnight on Saturday ! " he said in a hoarse voice . " Oh no oh no I've just remembered Charlie's letter was in that book Malfoy took , he's going to know we're getting rid of Norbert . " Harry and Hermione didn't get a chance to answer . Madam Pomfrey came over at that moment and made them leave , saying Ron needed sleep . " It's too late to change the plan now , " Harry told Hermione . " We haven't got time to send Charlie another owl , and this could be our only chance to get rid of Norbert . We'll have to risk it . And we have got the Invisibility Cloak , Malfoy doesn't know about that . " They found Fang the boarhound sitting outside with a bandaged tail when they went to

 Greedy output [epoch -> 1 | step -> 67000]:  from the , " Neville ! " Harry Hermione . " Books ! And cleverness ! There are more important things friendship and bravery and oh Harry be carefull " " You drink first , " said Harry . " You are sure which is which , aren't you ? " " Positive , " said Ron . She took a long drink from the round bottle at the end , and shuddered . " It's not poison ? " said Harry anxiously . " No but it's like ice . " " Quick , go , before it wears off . " " Good luck take care " " GO ! " Hermione turned and walked straight through the purple fire . Harry took a deep breath and picked up the smallest bottle . He turned to face the black flames . " Here I come , " he said , and he drained the little bottle in one gulp . It was indeed as though ice was flooding his body . He put the bottle down and walked forward he braced himself , saw the black flames licking his body , but couldn't feel them for a moment he could see nothing but dark fire then he was on the other side , in the last chamber . There was already someone there but it wasn't Snape . It wasn't even Voldemort . Chapter : THE MAN WITH TWO FACES . It was Quirrell . " You " gasped Harry . Quirrell smiled . His face wasn't twitching at all . " Me , " he said calmly . " I wondered whether I'd be meeting you here , Potter . " " But I thought Snape " " Severus ? " Quirrell laughed , and it wasn't his usual quivering treble , either , but cold and sharp . " Yes , Severus does seem the type , doesn't he ? So useful to have him swooping around like an overgrown bat . Next to him , who would suspect p poor poor , st stuttering P Professor Quirrell ? " Harry couldn't take it in . This couldn't be true , it couldn't . " But Snape tried to kill me ! " " No , no , no . tried to kill you . Your friend Miss Granger accidentally knocked me over as she rushed to set fire to Snape at that Quidditch match . She broke my eye contact with you . Another few seconds and I'd have got you off that broom . I'd have managed it before then if Snape hadn't been muttering a countercurse , trying to save you . " " Snape was trying to save me ? " " Of course , " said Quirrell

 Greedy output [epoch -> 1 | step -> 67500]:  .ed around covered behind bodies , and they knew able to pull free . " Lucky you pay attention in Herbology , Hermione , " said Harry as he joined her by the wall , wiping sweat off his face . " Yeah , " said Ron , " and lucky Harry doesn't lose his head in a crisis ' there's no wood , ' honestly . " " This way , " said Harry , pointing down a stone passageway , which was the only way forward . All they could hear apart from their footsteps was the gentle drip of water trickling down the walls . The passageway sloped downward , and Harry was reminded of Gringotts . With an unpleasant jolt of the heart , he remembered the dragons said to be guarding vaults in the wizards ' bank . If they met a dragon , a fully grown dragon Norbert had been bad enough " Can you hear something ? " Ron whispered . Harry listened . A soft rustling and clinking seemed to be coming from up ahead . " Do you think it's a ghost ? " " I don't know sounds like wings to me . " " There's light ahead I can see something moving . " They reached the end of the passageway and saw before them a brilliantly lit chamber , its ceiling arching high above them . It was full of small , jewel bright birds , fluttering and tumbling all around the room . On the opposite side of the chamber was a heavy wooden door . " Do you think they'll attack us if we cross the room ? " said Ron . " Probably , " said Harry . " They don't look very vicious , but I suppose if they all swooped down at once well , there's no other choice I'll run . " He took a deep breath , covered his face with his arms , and sprinted across the room . He expected to feel sharp beaks and claws tearing at him any second , but nothing happened . He reached the door untouched . He pulled the handle . but it was locked . The other two followed him . They tugged and heaved at the door , but it wouldn't budge , not even when Hermione tried her Alohomora Charm . " Now what ? " said Ron . " These birds they can't be here just for decoration , " said Hermione . They watched the birds soaring overhead , glittering ?ing ? " They're not birds ! " Harry said suddenly . " They're keys Winged keys look carefully . So that must mean " he looked around the chamber while the other two squ

 Greedy output [epoch -> 1 | step -> 68000]:  about the were He You got perfectly well what I mean , " An owl hooted loudly , and Harry nearly fell out of the tree . He steadied himself in time to hear Snape say , " your little bit of hocus pocus . I'm waiting . " " B but I d don don't " " Very well , " Snape cut in . " Well have another little chat soon , when you've had time to think things over and decided where your loyalties lie . " He threw his cloak over his head and strode out of the clearing . It was almost dark now , but Harry could see Quirrell , standing quite still as though he was petrified . Jc Jc "c " Harry , where have you been ? " Hermione squeaked . " We won ! You won ! We won ! " shouted Ron , thumping Harry on the back . " And I gave Malfoy a black eye , and Neville tried to take on Crabbe and Goyle single handed ! He's still out cold but Madam Pomfrey says he'll be all right talk about showing Slytherin ! Everyone's waiting for you in the common room , we're having a party , Fred and George stole some cakes and stuff from the kitchens . " " Never mind that now , " said Harry breathlessly . " Let's find an empty room , you wait ' til you hear this . " He made sure Peeves wasn't inside before shutting the door behind them , then he told them what he'd seen and heard . " So we were right , it is the Sorcerer's Stone , and Snape's trying to force Quirrell to help him get it . He asked if he knew how to get past Fluffy and he said something about Quirrell's ' hocus pocus ' I reckon there are other things guarding the stone apart from Fluffy , loads of enchantments , probably , and Quirrell would have done some anti Dark Arts spell that Snape needs to break through " " So you mean the Stone's only safe as long as Quirrell stands up to Snape ? " said Hermione in alarm . " It'll be gone by next Tuesday , " said Ron . Chapter : NORBERT THE NORWEGIAN RIDGEBACK . Quirrell , however , must have been braver than they'd thought . In the weeks that followed he did seem to be getting paler and thinner , but it didn't look as though he'd cracked yet . Every time they passed the third floor corridor , Harry

 Greedy output [epoch -> 1 | step -> 68500]:  . " had been Hag not to go looking for the Mirror of Erised again , and for the rest of the Christmas holidays the Invisibility Cloak stayed folded at the bottom of his trunk . Harry wished he could forget what he'd seen in the mirror as easily , but he couldn't . He started having nightmares . Over and over again he dreamed about his parents disappearing in a flash of green light , while a high voice cackled with laughter . " You see , Dumbledore was right , that mirror could drive you mad , " said Ron , when Harry told him about these dreams . Hermione , who came back the day before term started , took a different view of things . She was torn between horror at the idea of Harry being out of bed , roaming the school three nights in a row ( " If Filch had caught you ! " ) , and disappointment that he hadn't at least found out who Nicolas Flamel was . They had almost given up hope of ever finding Flamel in a library book , even though Harry couldn still sure he'd read the name somewhere . Once term had started , they were back to skimming through books for ten minutes during their breaks . Harry had even less time than the other two , because Quidditch practice had started again . Wood was working the team harder than ever . Even the endless rain that had replaced the snow couldn't dampen his spirits . The Weasleys complained that Wood was becoming a fanatic , but Harry was on Wood's side . If they won their next match , against Hufflepuff , they would overtake Slytherin in the House Championship for the first time in seven years . Quite apart from wanting to win , Harry found that he had fewer nightmares when he was tired out after training . Then , during one particularly wet and muddy practice session , Wood gave the team a bit of bad news . He'd just gotten very angry with the Weasleys , who kept dive bombing each other and pretending to fall off their brooms . " Will you stop messing around ! " he yelled . " That's exactly the sort of thing that'll lose us the match ! Snape's refereeing this time , trying he'll be looking for any excuse to knock points off Gryffindor ! " George Weasley really did fall off his broom at these words . " Snape's refereeing ? " he spluttered through a mouthful of mud . " When's he ever refereed a Quidditch match ? He's not going to be fair if we might overtake Slytherin . " The rest of

 Greedy output [epoch -> 1 | step -> 69000]:  of now . Harry were mastered the basics . On Halloween morning they woke to the delicious smell of baking pumpkin wafting through the corridors . Even better , Professor Flitwick announced in Charms that he thought they were ready to start making objects fly , something they had all been dying to try since they'd seen him make Neville's toad zoom around the classroom . Professor Flitwick put the class into pairs to practice . Harry's partner was Seamus Finnigan ( which was a relief , because Neville had been trying to catch his eye ) . Ron , however , was to be working with Hermione Granger . It was hard to tell whether Ron or Hermione was angrier about this . She hadn't spoken to either of them since the day Harry's broomstick had arrived . " Now , don't forget that nice wrist movement we've been practicing ! " squeaked Professor Flitwick , perched on top of his pile of books as usual . " Swish and flick , remember , swish and flick . And saying the magic words properly is very important , too never forget Wizard Baruffio , who said ' s ' instead of ' f and found himself on the floor with a buffalo on his chest . " It was very difficult . Harry and Seamus swished and flicked , but the feather they were supposed to be sending skyward just lay on the desktop . Seamus got so impatient that he prodded it with his wand and set fire to it Harry had to put it out with his hat . Ron , at the next table , wasn't having much more luck . " Wingardium Leviosal " he shouted , waving his long arms like a windmill . " You're saying it wrong , " Harry heard Hermione snap . " It's Wing gar dium Levi o sa , make the ' gar ' nice and long . " " You do it , then , if you're so clever , " Ron snarled . Hermione rolled up the sleeves of her gown , flicked her wand , and said , " Wingardium LeviosaV ' Their feather rose off the desk and hovered about four feet above their heads . " Oh , well done ! " cried Professor Flitwick , clapping . " Everyone see here , Miss Granger's done it ! " Ron was in a very bad mood by the end of the class . " It's no wonder no one can stand her , " he said to Harry as they pushed open way into the crowded corridor , " she's a nightmare , honestly . " Someone

 Greedy output [epoch -> 1 | step -> 69500]:  was got to force it . " " Rubbish , " said Hagrid . . " Snape's a Hogwarts teacher , he'd do nothin ' of the sort . " " So why did he just try and kill Harry ? " cried Hermione . The afternoon's events certainly seemed to have changed her mind about Snape . " I know a jinx when I see one , Hagrid , I've read all about them ! You've got to keep eye contact , and Snape wasn't blinking at all , I saw him ! " " I'm tellin ' yeh , yer wrong ! " said Hagrid hotly . " I don ' know why Harry's broom acted like that , but Snape wouldn ' try an ' kill a student ! Now , listen to me , all three of yeh yer meddlin ' in things that don ' concern yeh . It's dangerous . You forget that dog , an ' you forget what it's guardin ' , that's between Professor Dumbledore an ' Nicolas Flamel " " Aha ! " said Harry , " so there's someone called Nicolas Flamel involved , is there ? " Hagrid looked furious with himself . Chapter : THE MIRROR OF ERISED . Christmas was coming . One morning in mid December , Hogwarts woke to find itself covered in several feet of snow . The lake froze solid and the Weasley twins were punished for bewitching several snowballs so that they followed Quirrell around , bouncing off the back of his turban . The few owls that managed to battle their way through the stormy sky to deliver mail had to be nursed back to health by Hagrid before they could fly off again . No one could wait for the holidays to start . While the Gryffindor common room and the Great Hall had roaring fires , the drafty corridors had become icy and a bitter wind rattled the windows in the classrooms . Worst of all were Professor Snape's classes down in the dungeons , where their breath rose in a mist before them and they kept as close as possible to their hot cauldrons . " I do feel so sorry , " said Draco Malfoy , one Potions class , " for all those people who have to stay at Hogwarts for Christmas because they're not wanted at home . " He was looking over at Harry as he was . Crabbe and Goyle chuckled . Harry , who was measuring out powdered spine of lion fish , ignored them . Malfoy had been even more unpleasant than usual since the Quidditch match . Disgusted that the Slyther

 Greedy output [epoch -> 1 | step -> 70000]:  cause It " wouldn , " Hagrid was looking up stuff about dragons ! Look at these : Dragon Species of Great Britain and Ireland From Egg to Inferno , A Dragon Keeper's Guide . " " Lookrid ' s always wanted a dragon , he told me so the first time I ever met him , " said Harry . " But it's against our laws , " said Ron . " Dragon breeding was outlawed by the Warlocks ' Convention of 1709 , everyone knows that . It's hard to stop Muggles from noticing us if we're keeping dragons in the back garden anyway , you can't tame dragons , it's dangerous . You should see the burns Charlie's got off wild ones in Romania . " " But there aren't wild dragons in Britain ? " said Harry . " Of course there are , " said Ron . " Common Welsh Green and Hebridean Blacks . The Ministry of Magic has a job hushing them up , I can tell you . Our kind have to keep putting spells on Muggles who've spotted them , to make them forget . " " So what on earth's Hagrid up to ? " said Hermione . When they knocked on the door of the gamekeeper's hut an hour later , they were surprised to see that all the curtains were closed . Hagrid called " Who is it ? " before he let them in , and then shut the door quickly behind them . It was stifling hot inside . Even though it was such a warm day , there was a blazing fire in the grate . Hagrid made them tea and offered them stoat sandwiches , which they refused . " So yeh wanted to ask me somethin ' ? " " Yes , " said Harry . There was no point beating around the bush . " We were wondering if you could tell us what's guarding the Sorcerer's Stone apart from Fluffy . " Hagrid frowned at him . " O ' course I can't , " he said . " Number one , I don ' know meself . Number two , yeh know too much already , so I wouldn ' tell yeh if I could . That Stone's here fer a good reason . It was almost stolen outta Gringotts I s'ppose yeh've worked that out an ' all ? Beats me how yeh even know abou ' Fluffy's " " Oh , come on , Hagrid , you might not think to tell us , but you do know , you know everything that's on round here , " said Hermione in a warm , flattering

 Greedy output [epoch -> 1 | step -> 70500]:  . board with some damaged wing . " Ron , you ? at it from above Hermione , stay below and stop it from going down and I'll try and catch it . Right , NOW ! " Ron dived , Hermione rocketed upward , the key dodged them both , and Harry streaked after it it it toward the wall , Harry leaned forward and with a nasty , crunching noise , pinned it against the stone with one hand . Ron and Hermione ' s cheers echoed around the high chamber . He landed quickly , and Harry ran to the door , the key struggling in his hand . He rammed it into the lock and turned it worked . The moment the lock had clicked open , the key took flight again , looking very battered now that it had been caught twice . " Ready ? " Harry asked the thought two , his hand on the door handle . They nodded . He pulled the door open . The next chamber was so dark they couldn't see anything at all . But as they stepped into it , light suddenly flooded the room to reveal an astonishing sight . They were standing on the edge of a huge chessboard , behind the black chessmen , which were all taller than they were and carved from what looked like black stone . Facing them , way across the chamber , were the white pieces . Harry , Ron and Hermione shivered slightly the towering white chessmen had no faces . " Now what do we do ? " Harry whispered . " It's obvious , isn't it ? " said Ron . " We've got to play our way across the room . " Behind the white pieces they could see another door . " How ? " said Hermione nervously . " I think , " said Ron , " we're going to have to be chessmen . " He walked up to a black knight and put his hand out to touch the knights horse . At once , the stone sprang to life . The horse pawed the ground and the knight turned his helmeted head to look down at Ron . " Do we er have to join you to get across ? " The black knight nodded . Ron turned to the other two . " This needs thinking about . " he said . " I suppose we've got to take the place of three of the black pieces . Harry and Hermione stayed quiet , watching Ron think . Finally he said , " Now , don't be offended or anything , but neither of you are that good at chess " We're not offended , " said Harry quickly . " We tell us what to do . " " Well , Harry , you take the

